prodID,storeID
EU-TEC-CO-10000263,2046
EU-OFF-BI-10000440,1667
EU-OFF-AR-10002805,1813
US-TEC-AC-10002049,1046
US-OFF-PA-10003001,1335
US-TEC-PH-10000215,1020
EU-OFF-FA-10001520,1628
EU-TEC-AC-10003327,1759
EU-TEC-AC-10002738,2423
US-OFF-LA-10003714,1405
US-FUR-FU-10001546,1196
US-FUR-FU-10003829,1279
US-FUR-FU-10001057,1010
US-OFF-SU-10004782,1249
EU-FUR-CH-10000399,1684
EU-OFF-BI-10003708,1703
US-TEC-AC-10002800,1010
EU-OFF-BI-10004448,2044
US-TEC-AC-10003174,1012
EU-FUR-CH-10002498,2000
EU-OFF-BI-10000440,1651
US-OFF-EN-10001532,1020
EU-OFF-ST-10004377,2595
EU-OFF-LA-10001546,1647
EU-OFF-AP-10002872,1668
US-TEC-PH-10002447,1062
US-OFF-EN-10001532,1024
US-TEC-AC-10000109,1306
EU-FUR-BO-10000684,2643
EU-FUR-BO-10003881,2059
US-OFF-BI-10004364,1012
US-TEC-MA-10003589,1046
US-OFF-FA-10000490,1043
US-OFF-BI-10004364,1010
EU-OFF-PA-10000098,2612
US-OFF-AR-10003651,1062
US-TEC-AC-10003174,1010
US-OFF-BI-10004364,1017
US-TEC-AC-10003038,1126
EU-TEC-PH-10000070,1896
EU-TEC-AC-10004679,1982
US-OFF-AR-10004022,1012
EU-FUR-CH-10000399,1629
EU-FUR-BO-10002632,1959
EU-TEC-CO-10002242,1947
US-FUR-CH-10002774,1192
US-FUR-CH-10003199,1249
EU-FUR-BO-10004620,1932
EU-TEC-AC-10003463,1647
US-TEC-AC-10003174,1008
US-OFF-AR-10001955,1317
US-TEC-PH-10000215,1001
US-FUR-FU-10003724,1008
US-OFF-BI-10004364,1022
EU-TEC-AC-10004709,2613
US-TEC-MA-10001972,1294
US-TEC-AC-10003911,1112
US-FUR-FU-10003724,1001
US-OFF-AR-10004022,1020
US-FUR-BO-10001972,1350
US-FUR-CH-10001714,1175
EU-OFF-AP-10004825,2224
EU-OFF-SU-10002346,1647
EU-OFF-BI-10000171,2245
EU-OFF-PA-10004034,1968
US-TEC-AC-10003174,1035
EU-OFF-BI-10002570,2601
US-TEC-PH-10002624,1287
US-OFF-EN-10002592,1020
US-TEC-AC-10004353,1022
EU-OFF-EN-10003615,1674
EU-OFF-LA-10002752,2564
EU-TEC-AC-10004709,2606
US-FUR-TA-10004442,1467
US-OFF-PA-10002195,1375
US-OFF-EN-10002592,1022
EU-OFF-BI-10003708,1756
EU-OFF-ST-10000300,2363
US-OFF-LA-10003663,1347
EU-FUR-FU-10000907,1628
EU-OFF-ST-10001547,1999
EU-FUR-CH-10000399,1649
EU-TEC-CO-10000013,1859
EU-OFF-AR-10000124,2373
US-OFF-PA-10001019,1121
US-TEC-MA-10001972,1275
EU-FUR-CH-10004969,1913
EU-OFF-LA-10001546,1674
US-TEC-AC-10004353,1012
US-TEC-AC-10004353,1010
US-FUR-FU-10003724,1025
US-FUR-FU-10003829,1234
EU-OFF-AR-10000266,2013
EU-OFF-AR-10000266,2015
EU-OFF-BI-10003708,1744
EU-OFF-AR-10000266,2017
US-FUR-TA-10001539,1060
US-TEC-AC-10000109,1344
EU-OFF-ST-10000486,2352
EU-OFF-AR-10001228,2454
US-FUR-FU-10002396,1512
EU-OFF-SU-10002346,1628
US-OFF-ST-10000344,1100
EU-OFF-BI-10001723,2040
US-OFF-PA-10004071,1116
US-TEC-AC-10003038,1150
US-OFF-PA-10001019,1196
EU-OFF-AR-10002255,1753
US-OFF-EN-10004386,1010
US-FUR-CH-10001891,1548
US-TEC-PH-10001700,1196
US-TEC-PH-10003012,1008
EU-OFF-AR-10001068,2017
EU-OFF-AR-10001068,2010
US-OFF-PA-10001471,1008
EU-OFF-AR-10001068,2013
EU-TEC-MA-10002771,1654
US-FUR-TA-10003473,1020
US-OFF-AR-10001972,1137
US-FUR-FU-10004587,1186
US-OFF-PA-10001712,1020
EU-OFF-AR-10002805,1872
US-OFF-AR-10001955,1356
EU-OFF-BI-10001723,2050
US-OFF-LA-10001074,1052
US-OFF-PA-10004071,1123
EU-FUR-CH-10003365,2036
US-TEC-PH-10002817,1022
EU-FUR-CH-10003365,2033
US-OFF-AP-10002892,1038
US-OFF-EN-10001335,1196
EU-TEC-CO-10002242,1900
EU-FUR-BO-10004547,2152
EU-OFF-BI-10004446,1928
EU-OFF-BI-10004924,2433
EU-OFF-LA-10003290,1723
EU-OFF-PA-10004343,1979
EU-OFF-SU-10004299,2457
EU-TEC-AC-10004880,1948
US-TEC-PH-10002885,1001
US-OFF-AP-10002892,1004
US-FUR-BO-10001972,1302
US-OFF-AP-10002203,1074
EU-TEC-AC-10004883,1772
EU-TEC-CO-10001425,2233
US-OFF-AR-10003651,1083
US-OFF-BI-10003684,1031
US-FUR-CH-10003956,1008
EU-OFF-BI-10000972,2260
EU-FUR-CH-10002116,1974
US-TEC-PH-10004924,1132
US-OFF-PA-10001471,1020
EU-OFF-ST-10002172,2220
EU-OFF-AR-10002805,1893
EU-OFF-SU-10002346,1619
EU-TEC-PH-10001557,1663
EU-TEC-MA-10000331,2247
US-OFF-ST-10000025,1277
EU-OFF-ST-10004473,1802
US-OFF-AP-10002892,1020
US-OFF-LA-10001074,1073
US-TEC-PH-10003691,1169
EU-OFF-AR-10000399,1629
EU-OFF-BI-10000368,1654
EU-OFF-BI-10003708,1787
US-OFF-BI-10003684,1020
EU-TEC-CO-10002244,2085
EU-OFF-PA-10001722,2477
EU-TEC-AC-10004753,2042
EU-OFF-ST-10003785,2090
US-TEC-PH-10002563,1338
EU-OFF-BI-10001723,2087
EU-OFF-AR-10000399,1630
US-OFF-LA-10000262,1238
US-OFF-PA-10000482,1001
US-TEC-PH-10002885,1020
US-OFF-PA-10000482,1004
US-OFF-BI-10003684,1012
EU-OFF-BI-10003440,2567
US-OFF-BI-10003684,1010
EU-OFF-AR-10002037,2471
EU-TEC-PH-10004028,1857
US-OFF-PA-10000587,1275
US-OFF-BI-10004656,1285
EU-OFF-BI-10000538,1945
US-OFF-PA-10000482,1020
US-OFF-BI-10003925,1020
US-FUR-CH-10003817,1224
US-OFF-AR-10001897,1277
US-TEC-AC-10003289,1152
EU-OFF-BI-10003152,1903
EU-OFF-AR-10002255,1788
EU-OFF-AR-10000799,2454
EU-FUR-FU-10004313,1807
US-OFF-SU-10004782,1265
US-OFF-AP-10001947,1175
US-OFF-BI-10003684,1008
US-OFF-PA-10000482,1012
EU-OFF-SU-10002710,1910
US-FUR-TA-10003473,1070
US-OFF-BI-10003684,1001
US-FUR-BO-10001608,1020
EU-OFF-BI-10000538,1952
EU-OFF-LA-10004007,1948
EU-OFF-BI-10004924,2479
US-OFF-AR-10000538,1039
US-TEC-MA-10002981,1025
EU-OFF-AR-10001228,2475
US-TEC-AC-10001553,1209
US-FUR-FU-10002107,1038
EU-OFF-EN-10003381,1634
EU-FUR-FU-10000072,2626
EU-OFF-EN-10003381,1633
EU-OFF-AR-10000399,1654
US-FUR-CH-10000847,1175
EU-OFF-BI-10004446,1992
US-OFF-PA-10000482,1024
US-OFF-AR-10004022,1070
US-TEC-MA-10000864,1066
US-OFF-EN-10001335,1133
EU-OFF-BI-10000121,1806
EU-TEC-CO-10004365,1636
US-OFF-AR-10004582,1020
US-TEC-AC-10003289,1176
EU-OFF-SU-10004446,1877
EU-OFF-AR-10000399,1665
US-OFF-AR-10004582,1022
US-OFF-BI-10003925,1004
US-OFF-BI-10003925,1008
EU-OFF-SU-10004650,1665
US-FUR-FU-10001424,1125
EU-OFF-EN-10003737,1626
EU-OFF-EN-10003737,1624
EU-OFF-ST-10001547,1908
US-FUR-FU-10000747,1020
EU-OFF-ST-10001648,2583
US-FUR-FU-10001488,1018
EU-OFF-ST-10001554,1835
EU-OFF-BI-10000121,1836
EU-OFF-AP-10003182,1614
US-FUR-FU-10003347,1001
US-OFF-AP-10000891,1344
US-FUR-FU-10002240,1012
EU-OFF-BI-10000542,1987
US-FUR-FU-10001488,1010
US-OFF-BI-10001510,1020
US-FUR-FU-10003347,1008
US-FUR-TA-10003469,1020
EU-OFF-FA-10002393,1605
EU-TEC-AC-10002158,1665
EU-TEC-AC-10002158,1668
EU-OFF-ST-10003990,1654
EU-OFF-PA-10003027,2266
EU-OFF-EN-10001997,1868
EU-OFF-BI-10000341,2544
EU-OFF-LA-10002029,1743
US-FUR-BO-10001337,1429
EU-OFF-EN-10000122,2273
US-OFF-PA-10002259,1110
EU-TEC-PH-10001432,1868
US-FUR-FU-10001488,1008
US-OFF-ST-10004123,1207
US-OFF-EN-10003567,1102
EU-TEC-AC-10003666,2502
EU-OFF-ST-10003111,1760
US-OFF-LA-10002195,1001
US-FUR-FU-10003347,1020
EU-FUR-FU-10003500,2282
EU-OFF-AR-10001269,1636
US-FUR-CH-10004086,1008
US-OFF-PA-10001892,1306
EU-OFF-PA-10001348,2431
EU-OFF-PA-10001294,2344
US-OFF-BI-10002003,1103
EU-OFF-ST-10003111,1788
EU-OFF-PA-10001661,2491
EU-FUR-FU-10002094,1654
US-OFF-ST-10001031,1020
EU-TEC-MA-10003630,2017
US-OFF-BI-10001510,1007
EU-OFF-AR-10000079,2070
EU-TEC-PH-10002597,1962
EU-OFF-BI-10001384,2618
US-OFF-BI-10001510,1008
EU-TEC-CO-10001839,2559
EU-OFF-AR-10001269,1628
EU-OFF-AR-10001269,1627
EU-OFF-AR-10003457,2654
EU-TEC-CO-10001633,1647
EU-OFF-AR-10001269,1629
US-OFF-ST-10003816,1035
EU-OFF-BI-10000289,2121
EU-FUR-CH-10001582,1772
US-OFF-LA-10000248,1353
EU-OFF-ST-10003990,1665
EU-OFF-AP-10000263,1662
EU-TEC-MA-10003261,1876
EU-OFF-ST-10002175,2016
EU-TEC-PH-10000494,1916
EU-TEC-MA-10002316,1930
EU-OFF-FA-10002715,2589
US-OFF-ST-10003816,1025
EU-TEC-PH-10001163,2344
US-OFF-BI-10002437,1073
US-FUR-CH-10004086,1020
EU-OFF-EN-10001979,2193
US-TEC-AC-10002345,1481
US-FUR-BO-10003966,1145
EU-OFF-AR-10000079,2010
US-FUR-FU-10001488,1061
US-OFF-ST-10003996,1153
EU-OFF-LA-10004594,1644
US-OFF-LA-10002368,1012
US-OFF-PA-10002137,1237
EU-TEC-MA-10004609,1817
US-OFF-AR-10001958,1191
EU-OFF-FA-10002066,2015
EU-OFF-BI-10001723,2010
US-FUR-CH-10004086,1012
US-FUR-FU-10001488,1042
EU-OFF-SU-10004435,2235
EU-TEC-PH-10001432,1826
US-OFF-ST-10003816,1010
EU-OFF-LA-10000536,2170
US-FUR-CH-10000155,1302
US-FUR-FU-10001852,1366
US-OFF-BI-10002498,1106
US-FUR-CH-10004626,1175
US-FUR-BO-10004015,1260
EU-TEC-AC-10003415,2645
EU-FUR-FU-10004608,1907
EU-OFF-BI-10001723,2025
US-OFF-AR-10003770,1250
US-OFF-ST-10003816,1008
US-FUR-TA-10003473,1008
EU-OFF-SU-10000304,1668
EU-TEC-MA-10004669,2090
US-FUR-TA-10003473,1001
EU-OFF-LA-10001169,1636
EU-OFF-ST-10002902,2266
US-OFF-BI-10004656,1317
US-TEC-MA-10004212,1199
EU-OFF-BI-10004446,1910
EU-OFF-PA-10003455,2585
EU-OFF-AP-10004201,2365
EU-OFF-FA-10001330,1687
US-OFF-BI-10002498,1139
EU-OFF-AR-10002485,2266
EU-OFF-BI-10004554,2525
EU-TEC-MA-10001015,1806
US-FUR-FU-10002240,1020
EU-OFF-AP-10000934,2017
EU-OFF-LA-10004832,1624
US-FUR-FU-10000747,1073
EU-OFF-LA-10004832,1622
EU-OFF-ST-10004296,1624
US-OFF-PA-10003625,1257
US-OFF-EN-10003798,1459
US-OFF-BI-10002498,1127
EU-OFF-BI-10004446,1902
US-OFF-BI-10003684,1062
EU-OFF-AR-10000307,2240
EU-FUR-CH-10000583,1705
US-OFF-BI-10003429,1012
US-OFF-AR-10004752,1281
EU-OFF-AR-10001418,2369
US-OFF-PA-10003129,1008
EU-TEC-AC-10003265,2047
US-FUR-CH-10004086,1068
EU-OFF-AR-10002852,2313
EU-OFF-PA-10003907,1796
EU-FUR-TA-10000323,2214
EU-OFF-BI-10001055,1633
EU-TEC-PH-10003847,1665
EU-OFF-ST-10004597,2063
US-TEC-PH-10001944,1111
EU-OFF-ST-10001547,1898
US-OFF-BI-10003429,1022
US-OFF-BI-10003429,1020
EU-TEC-PH-10001163,2397
EU-OFF-BI-10002040,2177
EU-OFF-ST-10001547,1893
US-OFF-AP-10000595,1020
EU-FUR-CH-10001582,1714
US-FUR-CH-10001215,1150
US-OFF-PA-10004451,1038
US-OFF-PA-10001763,1214
US-OFF-PA-10003129,1020
US-OFF-AR-10003770,1258
EU-TEC-PH-10000270,1647
US-OFF-ST-10002583,1001
US-TEC-MA-10000423,1161
US-OFF-BI-10002071,1010
EU-OFF-LA-10000519,2364
EU-OFF-ST-10003111,1706
US-OFF-LA-10000452,1010
EU-OFF-SU-10004496,2398
EU-OFF-SU-10000076,2567
EU-OFF-EN-10002728,1958
EU-OFF-AR-10000091,1872
US-FUR-CH-10004086,1086
US-OFF-ST-10000649,1153
US-FUR-CH-10003817,1192
EU-OFF-FA-10002308,1726
EU-TEC-AC-10003080,1950
EU-OFF-AR-10001714,2632
US-OFF-BI-10001628,1020
US-OFF-PA-10002195,1337
EU-TEC-AC-10003265,2017
EU-OFF-ST-10004035,1935
EU-FUR-CH-10004606,1738
US-OFF-EN-10002504,1285
US-OFF-BI-10001628,1022
US-OFF-LA-10000452,1001
EU-TEC-PH-10003847,1687
US-TEC-AC-10003911,1068
EU-TEC-PH-10000270,1636
EU-OFF-LA-10000425,1607
US-OFF-BI-10003429,1001
EU-OFF-AR-10000091,1866
US-OFF-BI-10002071,1022
US-OFF-ST-10003572,1012
EU-FUR-BO-10003878,1706
EU-FUR-BO-10004660,2626
US-FUR-TA-10003469,1073
US-TEC-PH-10002447,1095
EU-OFF-BI-10002040,2152
US-OFF-PA-10001033,1008
US-OFF-BI-10003291,1530
EU-OFF-EN-10003547,1729
EU-FUR-FU-10004608,1935
EU-OFF-AP-10000005,1888
US-OFF-PA-10001776,1025
US-OFF-PA-10001776,1024
EU-OFF-AP-10002229,2082
US-OFF-PA-10001033,1012
EU-TEC-CO-10003800,2019
US-TEC-PH-10001530,1001
US-FUR-BO-10004015,1242
US-OFF-PA-10004451,1054
US-TEC-PH-10001530,1004
US-OFF-BI-10002071,1078
US-OFF-BI-10001628,1008
EU-TEC-MA-10000161,2003
EU-TEC-CO-10004154,2377
EU-TEC-CO-10001192,1890
US-OFF-PA-10001776,1008
US-OFF-PA-10001593,1010
EU-TEC-PH-10004707,1716
EU-OFF-BI-10000542,1941
US-OFF-AP-10004859,1158
US-OFF-PA-10002195,1318
EU-OFF-SU-10000877,2563
US-OFF-PA-10001593,1008
US-OFF-PA-10001593,1001
US-OFF-PA-10001033,1020
US-OFF-PA-10001593,1004
US-OFF-PA-10001033,1022
US-OFF-BI-10000069,1152
EU-OFF-SU-10001351,1775
US-OFF-EN-10000781,1303
US-OFF-BI-10001628,1001
US-OFF-PA-10004451,1004
US-OFF-ST-10002583,1020
US-OFF-EN-10000781,1306
US-OFF-PA-10004451,1001
US-OFF-EN-10003448,1008
EU-OFF-AR-10001269,1656
US-OFF-ST-10001272,1142
US-OFF-BI-10001628,1004
EU-FUR-FU-10000605,1629
EU-OFF-AP-10000806,1845
EU-OFF-LA-10004929,2176
US-OFF-BI-10003429,1067
US-TEC-PH-10000127,1400
EU-OFF-AR-10001269,1647
US-OFF-LA-10000452,1042
EU-OFF-AR-10000091,1801
US-FUR-BO-10001798,1000
EU-OFF-AR-10000124,2433
US-FUR-BO-10001798,1001
US-OFF-BI-10003429,1062
US-OFF-AR-10003651,1109
EU-TEC-CO-10001375,1820
US-OFF-ST-10001031,1053
US-OFF-PA-10001776,1001
EU-OFF-ST-10001255,1743
US-OFF-PA-10001593,1012
EU-OFF-AP-10001169,2213
EU-TEC-CO-10001008,1616
US-OFF-AR-10001958,1116
US-FUR-BO-10001798,1010
EU-OFF-BI-10000620,1758
EU-OFF-AR-10002156,2544
EU-OFF-PA-10000876,1794
US-OFF-ST-10002583,1010
EU-TEC-AC-10000863,1675
EU-FUR-CH-10004592,2307
US-FUR-FU-10000747,1001
EU-FUR-FU-10004689,1647
EU-OFF-FA-10004899,2170
US-OFF-PA-10001033,1038
EU-TEC-AC-10001441,2454
US-OFF-LA-10001569,1010
EU-OFF-BI-10001055,1691
EU-FUR-CH-10003362,2283
US-OFF-LA-10001569,1008
EU-OFF-BI-10001055,1698
EU-OFF-ST-10004035,1975
EU-TEC-AC-10000397,2291
EU-OFF-BI-10003277,1738
EU-TEC-PH-10004879,2321
EU-OFF-AR-10000091,1821
EU-OFF-EN-10004759,2389
US-OFF-BI-10001890,1008
US-OFF-LA-10001569,1027
EU-OFF-BI-10002570,2577
US-OFF-LA-10001569,1026
EU-OFF-FA-10004310,1647
EU-FUR-BO-10003559,1800
US-OFF-LA-10001569,1020
US-FUR-FU-10003975,1059
EU-OFF-LA-10000767,2411
US-TEC-AC-10003911,1098
US-TEC-PH-10001530,1060
EU-OFF-AR-10000467,1662
US-TEC-PH-10002200,1008
EU-TEC-CO-10000013,1944
EU-OFF-AR-10000124,2488
US-FUR-FU-10003829,1116
EU-OFF-AR-10001626,1755
EU-OFF-EN-10002850,2295
US-TEC-PH-10002200,1001
EU-FUR-FU-10004313,1747
US-OFF-BI-10004364,1173
US-OFF-ST-10000585,1152
EU-TEC-CO-10002244,2152
US-OFF-LA-10001569,1040
US-OFF-FA-10003059,1598
US-TEC-AC-10003174,1166
US-TEC-AC-10002049,1182
US-TEC-PH-10002200,1010
US-OFF-ST-10002485,1588
EU-TEC-AC-10002738,2560
EU-FUR-CH-10003355,2129
EU-OFF-SU-10003758,2173
US-FUR-CH-10003199,1169
US-OFF-AP-10001947,1012
EU-OFF-AR-10004151,2638
US-FUR-FU-10002671,1020
EU-OFF-LA-10001546,1731
EU-TEC-AC-10003327,1852
EU-TEC-MA-10003461,1612
EU-OFF-PA-10000876,1910
US-TEC-PH-10002200,1020
EU-OFF-AR-10001110,2653
US-TEC-AC-10002718,1110
EU-OFF-BI-10001058,1647
EU-OFF-BI-10003708,1840
EU-OFF-ST-10000988,2243
US-OFF-PA-10000349,1068
US-OFF-AP-10001391,1464
US-FUR-FU-10002671,1021
EU-OFF-PA-10004034,1807
EU-OFF-LA-10002752,2409
EU-OFF-BI-10000440,1797
US-FUR-FU-10003096,1153
EU-OFF-FA-10001577,1739
EU-OFF-AR-10000467,1647
EU-OFF-AR-10001578,1724
EU-OFF-ST-10002437,1636
US-OFF-AP-10001947,1004
US-FUR-FU-10004587,1012
US-FUR-CH-10004063,1521
EU-OFF-EN-10000556,2305
US-TEC-AC-10004353,1105
EU-OFF-LA-10001546,1743
US-OFF-AR-10004269,1001
US-OFF-ST-10000025,1306
US-OFF-AR-10003759,1217
EU-OFF-AR-10000467,1649
EU-OFF-BI-10003708,1830
EU-OFF-AR-10001578,1726
EU-TEC-MA-10003885,1739
EU-OFF-BI-10003763,1992
EU-OFF-AR-10000467,1654
EU-OFF-BI-10000440,1787
EU-FUR-FU-10001132,2514
US-FUR-CH-10002774,1010
US-OFF-SU-10000952,1001
US-TEC-PH-10002200,1032
EU-FUR-FU-10001950,2372
EU-FUR-FU-10000225,1636
EU-FUR-CH-10003746,1790
US-OFF-PA-10001837,1061
EU-OFF-AP-10000802,2049
EU-OFF-ST-10001974,2207
EU-OFF-BI-10000440,1788
US-OFF-PA-10000350,1073
US-OFF-BI-10001670,1542
US-OFF-AR-10004269,1010
EU-OFF-ST-10000988,2264
EU-OFF-LA-10004007,1804
EU-OFF-LA-10004285,1641
US-FUR-CH-10002774,1008
EU-TEC-AC-10003327,1872
EU-TEC-AC-10004054,2245
US-OFF-LA-10001569,1074
EU-OFF-LA-10003290,1825
US-TEC-PH-10001448,1205
EU-FUR-CH-10002498,2121
EU-OFF-EN-10001993,2299
US-TEC-PH-10001336,1068
EU-OFF-AR-10001110,2623
EU-TEC-PH-10004028,1903
EU-FUR-BO-10002936,2282
US-OFF-FA-10000490,1161
US-TEC-PH-10002200,1052
EU-OFF-ST-10002539,1797
US-TEC-AC-10003911,1008
EU-OFF-ST-10000988,2210
EU-OFF-EN-10003431,2002
US-TEC-CO-10002095,1105
US-FUR-CH-10001215,1128
US-TEC-AC-10002857,1106
US-TEC-AC-10003038,1004
US-TEC-CO-10002095,1102
US-TEC-AC-10003038,1001
US-FUR-FU-10001546,1088
US-OFF-EN-10001532,1153
EU-TEC-AC-10003711,1738
US-TEC-PH-10001336,1073
US-FUR-CH-10003199,1124
EU-TEC-CO-10000013,1995
US-OFF-PA-10001019,1020
EU-OFF-AP-10001926,2067
EU-OFF-ST-10004482,2013
EU-OFF-LA-10004285,1665
US-OFF-PA-10001837,1042
US-TEC-PH-10003691,1068
EU-OFF-ST-10004377,2479
US-FUR-CH-10000847,1004
EU-OFF-EN-10001993,2293
US-OFF-FA-10002763,1427
US-OFF-PA-10003883,1004
EU-OFF-AR-10002672,2244
EU-OFF-ST-10000632,2087
US-OFF-PA-10000349,1020
US-TEC-AC-10003038,1008
US-TEC-PH-10003555,1306
US-OFF-PA-10003883,1020
EU-TEC-AC-10000089,1916
US-TEC-PH-10002583,1061
US-FUR-CH-10002320,1453
EU-OFF-SU-10001021,2498
EU-OFF-EN-10000271,2019
EU-TEC-AC-10000089,1910
EU-OFF-BI-10004448,2185
US-OFF-AR-10001022,1361
EU-OFF-PA-10000876,1947
EU-OFF-FA-10001577,1772
US-OFF-EN-10001532,1166
EU-OFF-BI-10000042,2177
US-OFF-PA-10001019,1012
US-OFF-ST-10002743,1397
EU-OFF-PA-10003037,2016
EU-OFF-ST-10004377,2446
US-OFF-LA-10000452,1205
US-FUR-FU-10002671,1034
US-TEC-AC-10004227,1010
EU-OFF-BI-10003440,2626
EU-TEC-CO-10000013,1977
EU-OFF-AP-10001805,1816
US-OFF-PA-10001019,1008
EU-OFF-AR-10001626,1742
EU-TEC-AC-10002263,2336
US-TEC-AC-10003038,1020
US-TEC-PH-10001336,1096
EU-OFF-ST-10004473,1726
EU-OFF-SU-10000776,1955
US-TEC-AC-10004227,1001
EU-OFF-AP-10001298,2246
US-FUR-FU-10001057,1175
EU-FUR-BO-10000596,1892
US-FUR-FU-10003829,1112
EU-OFF-AR-10000980,2605
US-FUR-FU-10004597,1049
US-OFF-LA-10001641,1035
EU-OFF-BI-10000440,1738
EU-OFF-BI-10000042,2153
EU-TEC-PH-10004635,2159
EU-OFF-AR-10003247,1629
EU-TEC-MA-10003558,2140
US-TEC-PH-10001835,1020
EU-OFF-AR-10002513,1654
US-FUR-CH-10003396,1259
EU-TEC-CO-10004042,2226
EU-OFF-BI-10000289,2049
US-FUR-CH-10000847,1038
EU-OFF-LA-10001607,1647
US-OFF-BI-10000494,1602
US-OFF-PA-10003893,1020
US-FUR-CH-10003817,1307
EU-OFF-BI-10003705,1717
EU-OFF-ST-10000486,2485
US-FUR-FU-10000747,1095
EU-TEC-AC-10000422,1794
EU-OFF-ST-10004577,2201
EU-FUR-CH-10000603,2596
US-OFF-AR-10001972,1010
EU-OFF-AR-10000066,2197
US-FUR-BO-10001337,1386
EU-OFF-BI-10001900,2359
EU-OFF-FA-10002759,2648
US-OFF-AR-10004456,1001
EU-OFF-AR-10002513,1665
EU-OFF-AR-10003247,1636
US-TEC-PH-10003691,1020
EU-OFF-BI-10000538,1873
EU-OFF-EN-10003669,1613
EU-OFF-ST-10000486,2454
US-TEC-AC-10003038,1054
US-FUR-CH-10002024,1122
EU-FUR-TA-10003527,2451
EU-OFF-EN-10003669,1629
EU-OFF-AR-10002037,2572
EU-OFF-LA-10004753,2090
US-OFF-ST-10000344,1249
EU-OFF-LA-10004007,1896
US-FUR-CH-10002024,1116
US-FUR-FU-10001037,1442
EU-OFF-LA-10004007,1899
EU-OFF-EN-10004051,1908
EU-FUR-BO-10003738,2250
EU-TEC-MA-10002771,1796
US-TEC-PH-10003012,1102
US-TEC-PH-10002583,1010
EU-OFF-LA-10000404,2112
US-OFF-BI-10000069,1303
US-OFF-ST-10004123,1026
US-OFF-AR-10002221,1189
EU-OFF-LA-10003290,1854
EU-OFF-FA-10004339,2122
EU-OFF-AR-10003247,1654
US-OFF-FA-10000490,1118
EU-OFF-BI-10000440,1706
EU-OFF-AR-10002116,1804
US-TEC-AC-10003038,1062
US-TEC-MA-10000029,1309
US-FUR-CH-10004626,1308
US-OFF-AR-10001473,1258
US-OFF-AR-10001897,1337
EU-OFF-AR-10001228,2544
US-OFF-AR-10000799,1004
US-OFF-ST-10000344,1259
US-OFF-PA-10000482,1117
EU-OFF-LA-10004007,1885
EU-FUR-BO-10000786,1784
US-TEC-PH-10002583,1008
US-OFF-AP-10002892,1136
EU-TEC-MA-10001197,2315
US-OFF-ST-10004123,1020
US-OFF-ST-10004123,1022
EU-OFF-FA-10002071,1776
EU-OFF-LA-10000404,2102
EU-OFF-ST-10000130,2053
US-TEC-PH-10004924,1068
EU-OFF-SU-10000925,1674
US-FUR-FU-10001967,1269
EU-OFF-AR-10002037,2594
EU-TEC-CO-10003298,1772
US-FUR-BO-10001608,1134
EU-FUR-FU-10001200,2422
EU-OFF-BI-10001058,1615
EU-OFF-ST-10000130,2049
US-OFF-LA-10001641,1000
US-OFF-PA-10003893,1062
EU-TEC-CO-10004664,1770
